
                  X               X-Coords           Z-Coords    

                0.                11.7549E-39        -0.         
                1.5015E-03         1.61357E-03      374.85E-06   
                3.003E-03          3.25086E-03      501.207E-06  
                4.5045E-03         4.91965E-03      616.978E-06  
                6.00601E-03        6.54577E-03      719.131E-06  
                7.50751E-03        8.17877E-03      807.963E-06  
                9.00901E-03        9.82441E-03      897.789E-06  
               10.5105E-03        11.4777E-03       998.543E-06  
               12.012E-03         13.1311E-03         1.11217E-03
               13.5135E-03        14.7852E-03         1.23773E-03
               15.015E-03         16.4411E-03         1.37722E-03
               16.5165E-03        18.0976E-03         1.532E-03  
               18.018E-03         19.7535E-03         1.70245E-03
               19.5195E-03        21.4082E-03         1.88844E-03
               21.021E-03         23.0617E-03         2.09029E-03
               22.5225E-03        24.7135E-03         2.30807E-03
               24.024E-03         26.3632E-03         2.54181E-03
               25.5255E-03        28.0105E-03         2.7914E-03 
               27.027E-03         29.6554E-03         3.05682E-03
               28.5285E-03        31.2975E-03         3.338E-03  
               30.03E-03          32.9367E-03         3.63486E-03
               31.5315E-03        34.5729E-03         3.94732E-03
               33.033E-03         36.2059E-03         4.27531E-03
               34.5345E-03        37.8356E-03         4.61875E-03
               36.036E-03         39.4619E-03         4.97756E-03
               37.5375E-03        41.0845E-03         5.35168E-03
               39.039E-03         42.7036E-03         5.74103E-03
               40.5405E-03        44.3188E-03         6.14555E-03
               42.042E-03         45.9301E-03         6.56516E-03
               43.5435E-03        47.5373E-03         6.99981E-03
               45.045E-03         49.1404E-03         7.44941E-03
               46.5465E-03        50.7393E-03         7.91392E-03
               48.048E-03         52.3338E-03         8.39325E-03
               49.5495E-03        53.9237E-03         8.88735E-03
               51.0511E-03        55.5091E-03         9.39615E-03
               52.5526E-03        57.0897E-03         9.91958E-03
               54.0541E-03        58.6656E-03        10.4576E-03 
               55.5556E-03        60.2364E-03        11.0101E-03 
               57.0571E-03        61.8022E-03        11.577E-03  
               58.5586E-03        63.3628E-03        12.1582E-03 
               60.0601E-03        64.9181E-03        12.7537E-03 
               61.5616E-03        66.4679E-03        13.3635E-03 
               63.0631E-03        68.0123E-03        13.9874E-03 
               64.5646E-03        69.5511E-03        14.6253E-03 
               66.0661E-03        71.0841E-03        15.2772E-03 
               67.5676E-03        72.6112E-03        15.943E-03  
               69.0691E-03        74.1324E-03        16.6226E-03 
               70.5706E-03        75.6476E-03        17.316E-03  
               72.0721E-03        77.1565E-03        18.023E-03  
               73.5736E-03        78.6592E-03        18.7437E-03 
               75.0751E-03        80.1555E-03        19.4778E-03 
               76.5766E-03        81.6454E-03        20.2253E-03 
               78.0781E-03        83.1287E-03        20.9862E-03 
               79.5796E-03        84.6052E-03        21.7604E-03 
               81.0811E-03        86.075E-03         22.5477E-03 
               82.5826E-03        87.538E-03         23.3481E-03 
               84.0841E-03        88.9939E-03        24.1615E-03 
               85.5856E-03        90.4428E-03        24.9878E-03 
               87.0871E-03        91.8845E-03        25.8269E-03 
               88.5886E-03        93.319E-03         26.6788E-03 
               90.0901E-03        94.7461E-03        27.5433E-03 
               91.5916E-03        96.1658E-03        28.4204E-03 
               93.0931E-03        97.5779E-03        29.3099E-03 
               94.5946E-03        98.9824E-03        30.2119E-03 
               96.0961E-03       100.379E-03         31.1261E-03 
               97.5976E-03       101.768E-03         32.0525E-03 
               99.0991E-03       103.149E-03         32.9911E-03 
              100.601E-03        104.522E-03         33.9416E-03 
              102.102E-03        105.888E-03         34.9041E-03 
              103.604E-03        107.244E-03         35.8784E-03 
              105.105E-03        108.593E-03         36.8644E-03 
              106.607E-03        109.934E-03         37.8621E-03 
              108.108E-03        111.266E-03         38.8714E-03 
              109.61E-03         112.589E-03         39.8921E-03 
              111.111E-03        113.904E-03         40.9241E-03 
              112.613E-03        115.211E-03         41.9674E-03 
              114.114E-03        116.508E-03         43.0219E-03 
              115.616E-03        117.797E-03         44.0875E-03 
              117.117E-03        119.077E-03         45.164E-03  
              118.619E-03        120.349E-03         46.2514E-03 
              120.12E-03         121.611E-03         47.3496E-03 
              121.622E-03        122.864E-03         48.4584E-03 
              123.123E-03        124.108E-03         49.5779E-03 
              124.625E-03        125.343E-03         50.7078E-03 
              126.126E-03        126.568E-03         51.8481E-03 
              127.628E-03        127.785E-03         52.9987E-03 
